state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-21,1799,2108,1942,116.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2025-03-21,3605,4640,4083,70.9
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-21,4126,5313,4674,72.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-21,3769,4866,4276,71.3
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-21,2379,3154,2737,84.9
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2025-03-21,2516,3158,2813,89.9
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2025-03-21,2692,3295,2971,90.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2025-03-21,13986,17788,15741,38.8
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-21,14305,17885,15958,36.8
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2025-03-21,11702,15298,13362,44.1
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2025-03-21,12124,14745,13334,35.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-21,11471,14958,13081,45.1
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-21,7538,9554,8469,106.0
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-21,9207,11771,10391,99.3
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-21,1573,2018,1779,643.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-21,1681,2213,1927,485.3
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-21,1903,2253,2065,555.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2025-03-21,5044,6096,5530,105.5
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-21,4308,5661,4933,114.4
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2025-03-21,2267,2886,2553,288.1
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2025-03-21,2313,2954,2609,291.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2025-03-21,2165,2775,2447,428.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-21,3922,5214,4519,1019.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2025-03-21,3097,3965,3498,122.4
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2025-03-21,2641,3459,3019,143.1
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2025-03-21,12812,16113,14336,50.7
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-21,13575,17250,15272,46.5
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2025-03-21,2827,3657,3211,1042.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-21,2852,3473,3139,1168.4
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2025-03-21,2751,3495,3095,1156.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2025-03-22,15442,18453,16832,86.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2025-03-22,4353,5535,4899,133.7
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2025-03-22,4866,5781,5289,126.4
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2025-03-22,4540,5499,4983,102.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-22,1825,2381,2082,92.5
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-22,1846,2232,2025,88.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2025-03-22,3483,4374,3895,61.6
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-22,3944,4639,4265,62.2
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-22,3710,4732,4182,68.9
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-22,2375,3002,2665,73.3
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2025-03-22,2237,2637,2422,98.3
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2025-03-22,2607,3458,3000,93.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2025-03-22,13871,16836,15240,32.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-22,11544,14715,13008,42.8
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2025-03-22,8993,11628,10210,37.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2025-03-22,10831,13081,11870,38.0
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2025-03-22,10519,12921,11628,47.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-22,11126,14502,12685,49.4
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-22,9159,11363,10177,101.5
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-22,10051,12473,11169,84.2
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-22,1759,2153,1941,569.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-22,1610,2105,1839,512.4
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-22,1651,2125,1870,518.5
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2025-03-22,5026,6305,5617,112.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2025-03-22,5118,6742,5868,90.3
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-22,4945,6051,5456,103.0
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-22,2489,3075,2760,360.3
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2025-03-22,2349,2987,2644,286.3
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2025-03-22,2194,2908,2524,305.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2025-03-22,2315,2950,2609,380.8
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-22,3929,4920,4387,987.0
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2025-03-22,4223,5264,4704,990.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2025-03-22,4097,5296,4651,841.0
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2025-03-22,3067,3796,3404,110.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2025-03-22,2634,3270,2928,151.9
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2025-03-22,12708,16433,14428,40.1
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2025-03-22,12567,15786,14053,40.9
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-22,13075,15994,14423,56.4
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2025-03-22,2790,3267,3011,950.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2025-03-24,14394,17554,15853,82.1
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2025-03-24,4405,5563,4940,140.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-24,2079,2725,2378,87.6
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-24,1727,2125,1911,111.3
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-24,4330,5068,4671,76.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-24,3875,5107,4444,69.0
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2025-03-24,2674,3423,3020,96.5
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2025-03-24,9571,12538,10941,36.2
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2025-03-24,12679,15434,13951,40.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-24,11433,13484,12380,52.0
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-24,8113,10227,9089,117.9
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-24,1771,2114,1930,423.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-24,1609,2060,1818,507.3
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2025-03-24,4764,6140,5400,115.0
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-24,2561,3075,2799,307.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2025-03-24,2277,2761,2501,327.7
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-24,3928,5170,4502,889.7
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2025-03-24,4311,5163,4705,951.3
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2025-03-24,3100,4117,3570,118.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2025-03-24,3200,3836,3494,144.5
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2025-03-24,14334,18096,16071,41.8
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-24,12423,15771,13969,47.8
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2025-03-24,2917,3737,3296,1026.6
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-24,2823,3375,3078,941.0
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2025-03-25,16344,20087,18072,84.0
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2025-03-25,4670,5686,5139,100.4
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2025-03-25,4517,5972,5189,123.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-25,1921,2432,2157,96.1
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-25,2030,2505,2250,88.9
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2025-03-25,1940,2461,2181,109.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2025-03-25,4080,4837,4430,55.5
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-25,2822,3338,3061,86.0
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2025-03-25,2457,3227,2813,97.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2025-03-25,15024,18267,16521,34.2
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-25,14746,18937,16681,32.9
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2025-03-25,14846,19622,17051,28.8
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2025-03-25,10373,12223,11227,42.4
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2025-03-25,10108,12118,11036,35.7
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2025-03-25,12360,15123,13636,46.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-25,11844,14982,13293,35.6
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-25,9744,11957,10766,88.8
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2025-03-25,8191,10690,9345,89.0
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-25,1764,2081,1911,572.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2025-03-25,1712,2275,1972,448.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2025-03-25,5893,7079,6441,78.5
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-25,4520,5795,5109,94.0
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-25,2436,2875,2639,352.0
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2025-03-25,2519,2960,2723,277.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2025-03-25,2462,3087,2751,284.6
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2025-03-25,4309,5604,4907,827.2
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2025-03-25,2770,3500,3107,143.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2025-03-25,3404,4352,3842,100.6
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2025-03-25,13421,17454,15283,42.0
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2025-03-25,12629,16342,14343,46.1
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-25,13799,16255,14933,48.6
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-25,2853,3545,3173,1051.7
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2025-03-25,3027,3671,3325,1141.9
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2025-03-26,17388,20646,18892,63.2
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2025-03-26,4990,6148,5525,114.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-26,2039,2493,2249,85.1
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-26,4143,4918,4501,57.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-26,4019,4880,4417,69.4
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-26,2654,3446,3020,69.4
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2025-03-26,2602,3357,2951,96.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2025-03-26,14471,18310,16243,33.1
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-26,15772,19361,17429,31.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2025-03-26,9863,11755,10737,33.9
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2025-03-26,10118,12350,11149,35.0
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-26,8683,11373,9925,101.0
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-26,9676,12416,10941,100.2
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-26,1810,2130,1958,504.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-26,1766,2228,1980,534.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-26,1796,2217,1991,431.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2025-03-26,1666,2178,1903,469.5
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2025-03-26,5685,7049,6315,87.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2025-03-26,5481,7038,6200,100.7
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-26,5314,6526,5874,109.8
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-26,2470,3179,2798,347.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-26,4143,5268,4663,977.0
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2025-03-26,4485,5550,4977,960.9
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2025-03-26,3197,4126,3626,132.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2025-03-26,3050,3868,3428,139.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2025-03-26,3313,3973,3618,117.9
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2025-03-26,2913,3571,3217,151.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2025-03-26,3131,3750,3417,128.7
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-26,14528,17818,16047,47.5
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2025-03-26,2950,3866,3373,938.3
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-26,2939,3813,3343,829.9
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2025-03-26,2884,3767,3292,885.0
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2025-03-27,16490,19501,17880,70.6
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2025-03-27,14827,19175,16834,87.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2025-03-27,15722,19127,17294,70.6
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2025-03-27,4672,5512,5060,112.7
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2025-03-27,4717,5622,5135,93.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-27,2126,2539,2317,111.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-27,4141,5139,4602,58.5
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-27,2741,3550,3115,86.0
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2025-03-27,2479,3247,2834,84.1
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-27,15096,18104,16485,37.9
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2025-03-27,9501,12345,10814,38.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2025-03-27,10636,12956,11707,45.2
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2025-03-27,10868,13733,12191,53.8
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2025-03-27,13177,15544,14270,37.6
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-27,9884,12154,10932,81.9
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2025-03-27,8409,10477,9364,103.6
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-27,10061,12634,11249,86.9
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-27,1696,2143,1903,622.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-27,1805,2341,2053,534.6
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-27,1847,2346,2078,496.7
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2025-03-27,1624,2097,1843,461.5
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2025-03-27,5223,6500,5813,88.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2025-03-27,4879,6301,5536,114.7
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-27,5296,6880,6028,75.8
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-27,2440,3122,2755,278.3
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2025-03-27,2465,2996,2711,298.6
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2025-03-27,2401,3187,2764,297.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2025-03-27,2351,2850,2582,350.7
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-27,4189,5397,4747,720.6
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2025-03-27,4309,5605,4908,674.4
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2025-03-27,3179,3912,3518,126.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2025-03-27,3187,3871,3503,136.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2025-03-27,3186,3798,3469,115.6
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2025-03-27,3013,3597,3283,117.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2025-03-27,3403,4089,3720,148.0
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2025-03-27,14731,17443,15983,50.7
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2025-03-27,3002,3714,3331,970.5
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-27,2891,3782,3303,1123.0
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2025-03-27,2917,3423,3151,934.5
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2025-03-28,16341,19364,17737,67.9
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2025-03-28,16461,20720,18427,61.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2025-03-28,14116,18203,16003,90.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2025-03-28,1910,2411,2142,105.4
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-28,1995,2391,2178,109.0
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2025-03-28,1880,2351,2098,96.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2025-03-28,4061,5180,4578,77.4
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-28,4287,5607,4897,59.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2025-03-28,3945,4981,4424,65.7
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2025-03-28,2593,3430,2980,97.5
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2025-03-28,2656,3370,2986,78.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2025-03-28,14186,18169,16025,39.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2025-03-28,15209,18135,16560,36.1
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2025-03-28,10043,12724,11281,38.2
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2025-03-28,9381,11850,10521,40.8
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2025-03-28,12085,14857,13365,45.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-28,13932,17283,15479,32.2
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2025-03-28,8167,10712,9342,81.3
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2025-03-28,2176,2546,2347,525.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-28,1900,2286,2079,448.2
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2025-03-28,5023,6498,5704,112.9
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2025-03-28,2565,3014,2773,271.6
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2025-03-28,2402,2890,2628,300.5
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2025-03-28,2430,2884,2640,302.4
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2025-03-28,4011,5191,4556,780.8
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2025-03-28,4141,5492,4765,885.8
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2025-03-28,4179,5482,4781,748.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2025-03-28,3027,3613,3298,166.8
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2025-03-28,2659,3351,2979,143.4
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2025-03-28,3662,4625,4107,133.9
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2025-03-28,14322,16960,15540,53.7
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2025-03-28,13275,16337,14689,54.3
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2025-03-28,13630,16075,14759,50.8
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2025-03-28,2788,3621,3173,1185.6
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2025-03-29,15456,18733,16969,68.5
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2025-03-29,4466,5650,5013,129.0
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2025-03-29,4436,5646,4995,116.6
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2025-03-29,1825,2222,2009,122.5
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2025-03-29,1802,2354,2057,93.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2025-03-29,3612,4801,4161,63.3
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2025-03-29,3788,4827,4268,70.2
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2025-03-29,2265,2877,2548,86.3
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2025-03-29,10232,12435,11249,44.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2025-03-29,9322,11059,10124,41.5
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2025-03-29,9279,11636,10367,45.0
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2025-03-29,12077,14497,13194,44.2
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2025-03-29,12859,15092,13890,44.8
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2025-03-29,9255,10950,10038,88.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2025-03-29,1926,2425,2157,474.9
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2025-03-29,1598,1981,1775,589.3
